contract_id,invoice_date,worker_id,worker_nationality,worker_profession,client_company,client_sector,region,contract_type,contract_duration_months,purchase_order_amount_sar,worker_salary_sar,operational_cost_sar,net_profit_sar,profit_margin_pct
MP-2025-37047,26/05/2025,W-012254,Bangladeshi,Electrician,Worley KSA,EPC Contractor,Eastern Province,Annual,12,65940,34968,12852,18120,27.48
MP-2024-20180,23/09/2025,W-012255,Yemeni,Helper / Labourer,ROSHN,Real Estate,Riyadh,Multi-Year,24,81696,44592,22464,14640,17.92
MP-2024-22744,24/02/2024,W-012257,Indian,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Multi-Year,18,103014,52272,15714,-2593,-2.52
MP-2024-44435,12/4/2025,W-012258,Indian,Rigger,NWC,Water,Riyadh,Annual,12,91776,44496,9372,37908,41.3
MP-2024-69669,16/08/2025,W-012261,Filipino,Scaffolder,Diriyah Company,Real Estate,Riyadh,Annual,12,60492,36288,8388,15816,26.15
MP-2024-14870,24/05/2025,W-012263,Sudanese,Industrial Painter,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,39072,23436,14724,912,2.33
MP-2025-72805,26/07/2024,W-012265,Indian,Scaffolder,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,21300,9402,2049,9849,46.24
MP-2025-83261,20/12/2025,W-012267,Sudanese,HVAC Technician,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,1,6840,3676,1004,2160,31.58
MP-2025-82223,7/7/2025,W-012268,Pakistani,Rigger,Saudi Electricity Co.,Power,Riyadh,Annual,12,76272,34740,14700,26832,35.18
MP-2025-98566,9/7/2025,W-012270,Pakistani,Mechanical Technician,ROSHN,Real Estate,Riyadh,Multi-Year,24,205344,111576,23712,70056,34.12
MP-2024-15604,17/12/2024,W-012273,Sri Lankan,Document Controller,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,20266,10404,2766,7096,35.01
MP-2025-20714,5/3/2025,W-012274,Ethiopian,Heavy Equipment Operator,Ma'aden,Mining,Northern Borders,Annual,12,75900,39096,16284,20520,27.04
MP-2025-74117,29/04/2024,W-012276,Egyptian,Helper / Labourer,NEOM,Mega Project,Tabuk,Annual,12,45996,20328,12996,12672,27.55
MP-2024-39597,17/10/2025,W-012279,Bangladeshi,Helper / Labourer,Petro Rabigh,Petrochemical,Makkah,Short-Term,1,4425,1836,1250,1339,30.26
MP-2024-50180,4/9/2024,W-012281,Pakistani,Scaffolder,ROSHN,Real Estate,Riyadh,Multi-Year,24,76464,48792,17784,9888,12.93
MP-2024-18784,16/09/2024,W-012283,Indonesian,Industrial Painter,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,62508,32844,11292,18372,29.39
MP-2025-91167,26/08/2025,W-012285,Nepali,Safety Officer,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,36,269748,167868,52884,48996,18.16
MP-2025-80650,10/4/2024,W-012287,Nepali,QC Inspector,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,36,469008,269352,61740,137916,29.41
MP-2024-72242,15/09/2024,W-012290,Indian,Scaffolder,Royal Commission Yanbu,Industrial,Madinah,Annual,12,46800,25584,10836,10380,22.18
MP-2025-14501,26/11/2024,W-012292,Filipino,HVAC Technician,Saudi Electricity Co.,Power,Riyadh,Annual,12,64860,33252,13140,18468,28.47
MP-2024-76361,31/03/2025,W-012293,Bangladeshi,Mechanical Technician,Diriyah Company,Real Estate,Riyadh,Annual,12,104964,55800,8244,40920,38.98
MP-2025-32795,7/4/2025,W-012295,Yemeni,Welder,ROSHN,Real Estate,Riyadh,Annual,12,82452,39588,8496,34368,41.68
MP-2024-10746,31/01/2025,W-012298,Sudanese,Warehouse Keeper,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,2,11156,5426,2176,3554,31.86
MP-2025-25216,13/04/2024,W-012299,Indian,Helper / Labourer,NWC,Water,Riyadh,Annual,12,35076,18756,14088,-346,-0.99
MP-2025-93208,10/7/2025,W-012300,Bangladeshi,Welder,Saudi Electricity Co.,Power,Riyadh,Annual,12,46452,27684,15696,3072,6.61
MP-2025-62602,3/6/2025,W-012301,Sri Lankan,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,28902,14772,6870,7260,25.12
MP-2025-72636,9/3/2024,W-012304,Indian,Industrial Painter,NEOM,Mega Project,Tabuk,Short-Term,2,10838,4520,1886,4432,40.89
MP-2024-24778,21/06/2025,W-012307,Pakistani,Heavy Equipment Operator,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,24,227952,106968,30024,90960,39.9
MP-2025-72688,5/5/2025,W-012308,Indian,Industrial Painter,ROSHN,Real Estate,Riyadh,Annual,12,56304,34380,8940,12984,23.06
MP-2024-72611,9/6/2025,W-012309,Filipino,Scaffolder,Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,24,169008,79512,22920,66576,39.39
MP-2024-52006,8/2/2025,W-012310,Indian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,40524,21624,15972,2928,7.23
MP-2025-94677,12/10/2025,W-012311,Pakistani,Instrument Technician,Ma'aden,Mining,Northern Borders,Short-Term,6,32424,19626,4284,8514,26.26
MP-2024-94069,10/2/2024,W-012313,Pakistani,Scaffolder,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,118080,58200,21480,38400,32.52
MP-2025-77035,14/05/2025,W-012315,Egyptian,Helper / Labourer,NEOM,Mega Project,Tabuk,Annual,12,49452,20508,14868,14076,28.46
MP-2025-21925,9/12/2025,W-012317,Saudi,Heavy Equipment Operator,ROSHN,Real Estate,Riyadh,Short-Term,3,42753,23523,861,18369,42.97
MP-2025-41380,2/8/2025,W-012318,Pakistani,Electrician,Royal Commission Yanbu,Industrial,Madinah,Annual,12,70992,40584,11616,18792,26.47
MP-2024-48668,13/07/2024,W-012321,Nepali,HVAC Technician,NEOM,Mega Project,Tabuk,Short-Term,3,21375,10941,3579,6855,32.07
MP-2025-33996,25/10/2025,W-012323,Pakistani,Industrial Painter,Diriyah Company,Real Estate,Riyadh,Multi-Year,36,153072,91620,39744,21708,14.18
MP-2025-82179,6/2/2025,W-012324,Indian,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,49536,22332,15192,12012,24.25
MP-2025-36108,29/09/2024,W-012325,Ethiopian,QC Inspector,Ma'aden,Mining,Northern Borders,Short-Term,3,26472,16431,2946,7095,26.8
MP-2024-15378,12/3/2024,W-012327,Indian,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,21888,9507,3225,-1076,-4.92
MP-2025-47249,16/03/2025,W-012328,Pakistani,QC Inspector,NEOM,Mega Project,Tabuk,Short-Term,6,59226,32202,5004,22020,37.18
MP-2024-32523,27/01/2025,W-012329,Filipino,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,94008,38196,15084,40728,43.32
MP-2024-63267,14/08/2024,W-012330,Bangladeshi,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,5353,2406,976,1971,36.82
MP-2025-68479,6/8/2024,W-012331,Indian,Welder,Diriyah Company,Real Estate,Riyadh,Annual,12,72936,40596,13332,19008,26.06
MP-2025-36886,20/11/2025,W-012333,Bangladeshi,Driver (Heavy),Sadara Chemical,Petrochemical,Eastern Province,Short-Term,6,40644,18372,6630,15642,38.49
MP-2024-88768,16/12/2025,W-012336,Pakistani,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Short-Term,3,10227,4392,3972,1863,18.22
MP-2025-13181,3/12/2025,W-012339,Pakistani,HVAC Technician,Saudi Electricity Co.,Power,Riyadh,Multi-Year,36,234828,130644,23940,80244,34.17
MP-2025-65592,1/4/2024,W-012341,Pakistani,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,36,146916,79956,39204,27756,18.89
MP-2024-14757,25/01/2025,W-012343,Indian,Scaffolder,Diriyah Company,Real Estate,Riyadh,Short-Term,6,28704,17838,4254,6612,23.04
MP-2025-29533,27/10/2024,W-012344,Yemeni,Scaffolder,Marafiq,Utilities,Eastern Province,Short-Term,3,11055,6699,3912,444,4.02
MP-2024-47780,15/07/2025,W-012346,Indonesian,Driver (Heavy),SABIC,Petrochemical,Eastern Province,Multi-Year,24,130296,73056,29520,27720,21.27
MP-2024-79986,7/5/2024,W-012348,Filipino,Industrial Painter,SABIC,Petrochemical,Eastern Province,Annual,12,57720,25488,10728,21504,37.26
MP-2025-77272,22/01/2024,W-012351,Bangladeshi,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,14116,7108,2214,4794,33.96
MP-2025-70608,8/9/2024,W-012353,Indian,Welder,SABIC,Petrochemical,Eastern Province,Annual,12,72660,40884,11196,-2926,-4.03
MP-2025-98804,8/2/2025,W-012356,Filipino,Industrial Painter,Ma'aden,Mining,Northern Borders,Multi-Year,24,139800,68256,30672,40872,29.24
MP-2025-78612,21/02/2025,W-012357,Bangladeshi,Instrument Technician,Royal Commission Yanbu,Industrial,Madinah,Short-Term,6,64344,32928,4422,26994,41.95
MP-2025-59275,2/11/2024,W-012359,Indian,Instrument Technician,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,2,15852,8470,2438,4944,31.19
MP-2025-61951,7/9/2024,W-012360,Indian,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Annual,12,60372,31836,15744,12792,21.19
MP-2025-16730,8/9/2024,W-012361,Sri Lankan,Warehouse Keeper,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,3,23625,11019,3912,8694,36.8
MP-2025-56500,8/6/2025,W-012364,Bangladeshi,Civil Engineer,Petro Rabigh,Petrochemical,Makkah,Annual,12,166668,105144,20124,41400,24.84
MP-2024-29128,29/12/2025,W-012367,Pakistani,Welder,SABIC,Petrochemical,Eastern Province,Annual,12,53316,26868,14988,11460,21.49
MP-2025-47345,11/1/2025,W-012368,Sudanese,Civil Foreman,Petro Rabigh,Petrochemical,Makkah,Annual,12,98352,55008,13800,29544,30.04
MP-2024-30097,21/01/2025,W-012370,Nepali,Mechanical Technician,Diriyah Company,Real Estate,Riyadh,Short-Term,2,14452,8648,2226,3578,24.76
MP-2024-15490,15/02/2024,W-012372,Indian,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Short-Term,2,12202,6336,2786,3080,25.24
MP-2024-31416,8/2/2024,W-012374,Egyptian,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Multi-Year,24,97032,44520,17040,35472,36.56
MP-2025-90844,16/01/2025,W-012376,Indonesian,Scaffolder,NEOM,Mega Project,Tabuk,Multi-Year,24,143664,69216,18408,56040,39.01
MP-2025-87837,8/9/2024,W-012377,Sudanese,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Multi-Year,24,191520,91152,22896,77472,40.45
MP-2025-43769,19/04/2024,W-012378,Filipino,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Multi-Year,36,163908,66348,42228,55332,33.76
MP-2025-62409,5/3/2025,W-012381,Pakistani,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,82776,44220,10620,27936,33.75
MP-2025-63205,18/03/2025,W-012382,Bangladeshi,Site Supervisor,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,116004,65088,20976,29940,25.81
MP-2025-87125,7/8/2024,W-012384,Bangladeshi,Scaffolder,SABIC,Petrochemical,Eastern Province,Multi-Year,24,103368,53352,22392,27624,26.72
MP-2024-20788,9/1/2024,W-012385,Filipino,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,232968,131544,18792,82632,35.47
MP-2025-98963,3/12/2025,W-012388,Pakistani,Civil Foreman,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,196320,90000,17088,-4465,-2.27
MP-2024-32273,4/2/2025,W-012390,Indian,Safety Officer,ROSHN,Real Estate,Riyadh,Annual,12,112428,72552,10476,29400,26.15
MP-2025-30629,20/10/2025,W-012393,Bangladeshi,Instrument Technician,SABIC,Petrochemical,Eastern Province,Short-Term,3,31194,15480,3513,12201,39.11
MP-2025-76699,9/11/2024,W-012395,Nepali,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Multi-Year,24,76104,40800,23904,11400,14.98
MP-2024-20414,1/3/2024,W-012398,Yemeni,Pipe Fitter,Worley KSA,EPC Contractor,Eastern Province,Short-Term,1,5241,2908,890,1443,27.53
MP-2025-67060,23/02/2025,W-012399,Sri Lankan,Rigger,Red Sea Global,Tourism Dev,Tabuk,Annual,12,71292,33408,15864,22020,30.89
MP-2025-30516,4/2/2025,W-012400,Pakistani,Welder,Saudi Kayan,Petrochemical,Eastern Province,Multi-Year,36,177120,89928,41184,46008,25.98
MP-2025-68931,16/05/2024,W-012402,Egyptian,HVAC Technician,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,131232,62712,32784,35736,27.23
MP-2025-53850,31/05/2024,W-012403,Yemeni,Scaffolder,ROSHN,Real Estate,Riyadh,Multi-Year,24,128544,72216,29472,26856,20.89
MP-2025-90593,16/01/2025,W-012405,Indian,Mechanical Technician,Royal Commission Yanbu,Industrial,Madinah,Annual,12,68340,38664,13728,15948,23.34
MP-2025-79582,4/2/2025,W-012408,Ethiopian,Safety Officer,ROSHN,Real Estate,Riyadh,Annual,12,132144,76380,14868,40896,30.95
MP-2025-80620,12/4/2025,W-012409,Pakistani,Welder,NEOM,Mega Project,Tabuk,Multi-Year,18,129942,53262,24246,52434,40.35
MP-2024-51311,28/08/2025,W-012410,Bangladeshi,Electrician,Red Sea Global,Tourism Dev,Tabuk,Short-Term,2,15664,7740,1892,-578,-3.69
MP-2024-68884,1/9/2024,W-012412,Indian,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,36,191736,80136,43200,68400,35.67
MP-2025-88675,10/11/2025,W-012413,Bangladeshi,Civil Foreman,NEOM,Mega Project,Tabuk,Annual,12,140616,65388,16128,59100,42.03
MP-2025-33230,12/7/2025,W-012416,Indian,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,84348,45780,8964,29604,35.1
MP-2025-32154,4/11/2025,W-012418,Nepali,Industrial Painter,Marafiq,Utilities,Eastern Province,Short-Term,2,9754,4668,1734,3352,34.37
MP-2024-19991,8/6/2024,W-012419,Yemeni,Welder,SABIC,Petrochemical,Eastern Province,Annual,12,96540,41652,16488,38400,39.78
MP-2025-54240,4/5/2024,W-012422,Egyptian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,15714,8802,7452,-540,-3.44
MP-2025-34811,12/7/2025,W-012424,Egyptian,Warehouse Keeper,ROSHN,Real Estate,Riyadh,Multi-Year,18,110700,68202,16326,26172,23.64
MP-2024-72742,8/10/2025,W-012426,Indian,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,48012,21408,11424,15180,31.62
MP-2025-86854,15/12/2025,W-012427,Saudi,Helper / Labourer,Saudi Kayan,Petrochemical,Eastern Province,Multi-Year,36,185400,93132,11664,80604,43.48
MP-2024-69363,11/7/2024,W-012428,Filipino,Welder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,71028,32904,7872,30252,42.59
MP-2025-21170,17/05/2024,W-012429,Filipino,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,24165,11388,3663,9114,37.72
MP-2024-93634,20/11/2024,W-012430,Pakistani,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Multi-Year,18,76950,33534,25182,18234,23.7
MP-2025-30058,14/10/2024,W-012432,Yemeni,Site Supervisor,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,129060,71940,14328,-4580,-3.55
MP-2024-22199,20/05/2024,W-012435,Filipino,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,3,10698,5283,2229,3186,29.78
MP-2024-40345,20/02/2024,W-012437,Pakistani,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,18,67482,32166,19494,15822,23.45
MP-2025-82399,4/11/2025,W-012439,Indian,Industrial Painter,Marafiq,Utilities,Eastern Province,Short-Term,3,10986,6036,3618,1332,12.12
MP-2024-87110,5/1/2024,W-012440,Sri Lankan,Welder,Royal Commission Yanbu,Industrial,Madinah,Annual,12,48444,28452,16260,3732,7.7
MP-2024-20749,8/12/2024,W-012441,Indian,Warehouse Keeper,Diriyah Company,Real Estate,Riyadh,Short-Term,1,5858,3058,745,2055,35.08
MP-2024-63465,6/1/2024,W-012444,Filipino,Scaffolder,Royal Commission Yanbu,Industrial,Madinah,Annual,12,52284,27156,8340,16788,32.11
MP-2025-35227,24/06/2025,W-012446,Pakistani,Industrial Painter,NEOM,Mega Project,Tabuk,Multi-Year,24,122904,53352,31608,37944,30.87
MP-2025-94978,11/9/2025,W-012448,Indian,Welder,NEOM,Mega Project,Tabuk,Annual,12,88884,39672,15132,34080,38.34
MP-2024-27360,29/12/2025,W-012449,Pakistani,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,12924,6558,4110,2256,17.46
MP-2024-24519,13/12/2025,W-012450,Bangladeshi,Electrician,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,7644,4251,958,2435,31.86
MP-2025-68118,10/11/2025,W-012451,Yemeni,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Short-Term,2,13954,6564,1956,5434,38.94
MP-2025-70762,11/6/2024,W-012452,Sudanese,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,31044,17064,10380,3600,11.6
MP-2024-65856,15/01/2024,W-012454,Sudanese,Heavy Equipment Operator,NEOM,Mega Project,Tabuk,Short-Term,2,16108,7218,1714,7176,44.55
MP-2025-45342,13/06/2024,W-012456,Pakistani,Warehouse Keeper,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,20739,8814,3192,8733,42.11
MP-2024-24394,1/10/2024,W-012459,Pakistani,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,134616,73080,25800,35736,26.55
MP-2024-47068,15/09/2024,W-012460,Egyptian,Rigger,NEOM,Mega Project,Tabuk,Annual,12,94872,42936,9444,42492,44.79
MP-2024-29542,21/01/2024,W-012462,Egyptian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,7650,4248,2640,762,9.96
MP-2025-45643,23/08/2025,W-012463,Nepali,Rigger,NWC,Water,Riyadh,Annual,12,60600,34452,13416,12732,21.01
MP-2025-16003,10/12/2024,W-012465,Bangladeshi,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,6,21258,12138,6444,2676,12.59
MP-2025-15751,28/07/2024,W-012467,Bangladeshi,Document Controller,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,123864,65424,9024,49416,39.9
MP-2024-58611,9/4/2024,W-012468,Pakistani,Warehouse Keeper,Saudi Electricity Co.,Power,Riyadh,Multi-Year,36,219672,131400,48348,39924,18.17
MP-2024-42809,4/9/2025,W-012471,Egyptian,Civil Engineer,SABIC,Petrochemical,Eastern Province,Annual,12,164364,100620,18264,45480,27.67
MP-2025-38358,25/02/2025,W-012473,Indian,Instrument Technician,SABIC,Petrochemical,Eastern Province,Annual,12,77988,38400,16212,23376,29.97
MP-2024-13525,9/4/2024,W-012476,Filipino,Rigger,SABIC,Petrochemical,Eastern Province,Multi-Year,24,182664,83520,19128,80016,43.81
MP-2024-48666,16/04/2025,W-012477,Nepali,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,11660,5026,2442,4192,35.95
MP-2025-30175,5/12/2025,W-012478,Sudanese,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,6674,3359,1320,1995,29.89
MP-2024-37759,15/03/2024,W-012479,Bangladeshi,Mechanical Technician,Diriyah Company,Real Estate,Riyadh,Short-Term,6,50388,25362,6288,18738,37.19
MP-2025-69382,10/6/2024,W-012482,Filipino,Civil Foreman,NWC,Water,Riyadh,Annual,12,106644,60324,10308,36012,33.77
MP-2024-12625,19/07/2024,W-012484,Pakistani,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,17826,8214,7956,1656,9.29
MP-2024-83408,5/5/2025,W-012486,Sri Lankan,Civil Foreman,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,6,45216,23694,7494,14028,31.02
MP-2024-76639,13/09/2025,W-012489,Yemeni,Scaffolder,NEOM,Mega Project,Tabuk,Short-Term,6,25986,12786,6372,6828,26.28
MP-2024-66062,17/05/2025,W-012490,Indian,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Short-Term,2,5784,3350,2382,52,0.9
MP-2025-70410,17/06/2024,W-012493,Pakistani,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,52956,21216,14016,17724,33.47
MP-2024-20962,26/11/2024,W-012494,Egyptian,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,2,8130,3176,1958,2996,36.85
MP-2025-17503,7/10/2025,W-012497,Saudi,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,117960,48696,4764,64500,54.68
MP-2025-30876,28/03/2024,W-012500,Sudanese,Safety Officer,NEOM,Mega Project,Tabuk,Annual,12,130548,61512,10608,58428,44.76
MP-2025-75721,28/09/2025,W-012501,Pakistani,Mechanical Technician,Ma'aden,Mining,Northern Borders,Annual,12,58836,34656,13764,10416,17.7
MP-2025-55265,13/10/2025,W-012503,Indian,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Short-Term,3,9861,4914,2286,2661,26.99
MP-2024-52158,13/01/2025,W-012506,Indian,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,103080,47832,8160,47088,45.68
MP-2025-37252,3/9/2024,W-012508,Filipino,Safety Officer,Saudi Electricity Co.,Power,Riyadh,Annual,12,140832,77964,18504,44364,31.5
MP-2024-26484,7/3/2024,W-012509,Pakistani,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,81036,42432,12804,25800,31.84
MP-2024-44289,2/10/2025,W-012512,Pakistani,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Multi-Year,36,132624,65808,28620,38196,28.8
MP-2024-79248,25/10/2025,W-012513,Bangladeshi,Scaffolder,Red Sea Global,Tourism Dev,Tabuk,Short-Term,3,16200,8601,2334,5265,32.5
MP-2025-63430,31/10/2024,W-012514,Indian,Driver (Heavy),Royal Commission Jubail,Industrial,Eastern Province,Short-Term,6,28650,16818,8226,3606,12.59
MP-2025-15344,3/2/2025,W-012516,Indonesian,QC Inspector,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,332664,160800,20448,151416,45.52
MP-2024-98572,12/1/2025,W-012518,Filipino,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Multi-Year,18,129690,64872,15858,48960,37.75
MP-2025-77237,12/8/2025,W-012521,Bangladeshi,Warehouse Keeper,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,66768,34992,12312,19464,29.15
MP-2025-53457,17/05/2024,W-012523,Filipino,HVAC Technician,Red Sea Global,Tourism Dev,Tabuk,Short-Term,3,19950,11508,3870,4572,22.92
MP-2024-37385,29/12/2024,W-012524,Sudanese,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,56352,30636,9072,16644,29.54
MP-2024-88624,10/4/2025,W-012527,Bangladeshi,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,9586,5076,2318,2192,22.87
MP-2024-63083,21/10/2025,W-012529,Ethiopian,Welder,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,8048,3730,1109,3209,39.87
MP-2025-61031,7/4/2024,W-012531,Saudi,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,63324,27192,3384,-6947,-10.97
MP-2024-53855,28/02/2025,W-012532,Filipino,Helper / Labourer,Ma'aden,Mining,Northern Borders,Short-Term,3,9876,4500,3069,2307,23.36
MP-2024-64461,4/1/2024,W-012535,Nepali,Industrial Painter,ROSHN,Real Estate,Riyadh,Short-Term,1,3809,1992,1256,561,14.73
MP-2025-24267,6/7/2025,W-012537,Pakistani,Industrial Painter,Ma'aden,Mining,Northern Borders,Multi-Year,24,130608,67392,18672,44544,34.11
MP-2024-89504,8/9/2025,W-012540,Indian,Scaffolder,SABIC,Petrochemical,Eastern Province,Short-Term,1,4921,2129,1172,1620,32.92
MP-2025-27046,16/06/2025,W-012543,Bangladeshi,Helper / Labourer,Royal Commission Yanbu,Industrial,Madinah,Annual,12,40848,21204,12228,7416,18.16
